,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
9728,-0.6363636363636364,-0.5,1.0,9,1,1.0,-0.6363636363636364,-0.5,1,1,-0.5,1,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
4819,0.4545454545454546,0.5,0.6666666666666665,16,1,0.6666666666666665,0.4545454545454546,0.5,1,1,-0.5625,0,2,1,1.0,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,2,0
220,-0.09090909090909083,0.5,-0.6666666666666667,16,1,0.33333333333333326,1.0,-1.0,1,2,-0.78125,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,-0.25,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
12836,-0.09090909090909083,1.0,0.0,16,1,-0.6666666666666667,-0.09090909090909083,1.0,1,1,-0.53125,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0,0,0,-1.0,0.5,-1.0,2,0
10523,0.8181818181818183,0.5,-1.0,5,1,0.33333333333333326,0.6363636363636365,-1.0,1,1,0.03125,0,2,1,-0.19999999999999996,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.5,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
2477,0.09090909090909083,-0.5,-1.0,9,1,-1.0,0.09090909090909083,-0.5,1,1,-0.28125,0,2,1,-0.6,-0.5,0.9999999999999999,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
4249,-1.0,0.0,0.0,9,1,-0.6666666666666667,-1.0,0.0,1,2,-0.5,0,1,0,-0.6,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1,0
11771,0.8181818181818183,-1.0,1.0,16,1,-0.6666666666666667,0.8181818181818183,-0.5,1,2,-0.59375,0,2,1,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,2,0
14132,-0.8181818181818181,0.0,-1.0,5,1,0.6666666666666665,-0.8181818181818181,0.5,1,1,-0.34375,1,1,0,-0.19999999999999996,-0.5,-1.0,0.5,1.0,-1.0,-0.1428571428571429,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
12929,-0.09090909090909083,0.0,-0.6666666666666667,17,0,0.6666666666666665,-0.09090909090909083,0.0,1,1,0.0,0,2,1,1.0,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,2,0
6488,-0.6363636363636364,0.5,-1.0,12,1,0.6666666666666665,-0.6363636363636364,0.5,0,1,-0.28125,0,1,0,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.25,0,0,0,1.0,0.5,-1.0,1,0
11366,0.09090909090909083,0.5,-1.0,12,1,-1.0,0.09090909090909083,0.5,1,1,-0.125,0,2,1,0.6000000000000001,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
9994,-0.8181818181818181,1.0,0.33333333333333326,5,1,-1.0,1.0,1.0,1,1,0.15625,0,0,0,-0.6,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,0.33333333333333326,0.5,-1.0,0,0
5651,0.2727272727272727,0.5,0.6666666666666665,12,1,1.0,0.2727272727272727,0.5,1,1,-0.125,1,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1,0
14041,-0.8181818181818181,0.0,0.6666666666666665,12,1,1.0,-0.8181818181818181,0.5,1,2,-0.84375,1,0,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,0,0
11120,0.09090909090909083,0.5,1.0,9,1,0.33333333333333326,0.09090909090909083,1.0,1,2,-0.09375,1,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,0,0
8053,-0.6363636363636364,0.0,-1.0,6,1,0.6666666666666665,-0.6363636363636364,0.0,1,1,-0.53125,1,1,0,-0.6,-0.5,0.33333333333333337,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1,0
14182,-0.8181818181818181,0.5,-0.6666666666666667,9,1,0.6666666666666665,-0.8181818181818181,0.5,1,2,-0.78125,0,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,-0.1428571428571429,-0.25,0,0,0,-0.33333333333333337,0.5,-1.0,0,1
2882,-0.09090909090909083,0.5,-1.0,5,1,-1.0,-0.09090909090909083,0.5,1,2,0.09375,0,2,1,1.0,-0.5,0.9999999999999999,0.5,1.0,0.33333333333333326,0.1428571428571428,0.5,0,0,0,1.0,0.5,-1.0,2,0
1678,-1.0,0.5,0.0,2,1,-0.6666666666666667,0.4545454545454546,-1.0,1,1,-0.59375,0,1,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1,0
6061,-0.8181818181818181,-0.5,-0.6666666666666667,16,1,1.0,-0.8181818181818181,-0.5,1,1,0.28125,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.75,0,0,0,1.0,0.5,-1.0,1,0
901,-0.2727272727272727,1.0,-1.0,16,1,1.0,-0.4545454545454546,-1.0,1,1,0.03125,1,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,1,0
14699,0.6363636363636365,-0.5,0.0,16,1,0.33333333333333326,0.6363636363636365,0.0,1,1,-0.4375,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1,0
2297,0.4545454545454546,0.5,-1.0,9,1,0.33333333333333326,0.09090909090909083,0.0,1,2,-0.4375,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1,0
9055,-0.2727272727272727,-1.0,-0.6666666666666667,12,1,0.6666666666666665,-0.2727272727272727,-1.0,0,1,-0.15625,0,0,0,0.6000000000000001,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.25,0,0,0,0.33333333333333326,0.5,-1.0,0,1
8489,-0.8181818181818181,-1.0,0.6666666666666665,9,1,-1.0,-0.8181818181818181,-1.0,1,2,-0.5625,0,4,1,1.0,-0.5,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,1,0
9259,0.4545454545454546,1.0,0.6666666666666665,12,1,-1.0,0.09090909090909083,-1.0,1,2,-0.46875,0,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.5,-1.0,2,0
11098,0.6363636363636365,0.0,-1.0,6,1,0.33333333333333326,-0.6363636363636364,-1.0,1,1,-0.15625,0,2,1,-0.6,1.0,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
13319,-0.09090909090909083,-1.0,-0.33333333333333337,6,1,0.6666666666666665,-0.2727272727272727,-1.0,1,2,-0.984375,0,0,0,1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,1.0,-1.0,0,0,0,1.0,0.5,-1.0,0,0
11389,0.8181818181818183,0.5,0.6666666666666665,16,1,0.6666666666666665,0.8181818181818183,0.5,1,2,-0.75,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,-0.4285714285714286,-0.25,0,0,0,1.0,0.5,-1.0,1,0
6773,0.09090909090909083,1.0,0.33333333333333326,9,1,-0.6666666666666667,-0.09090909090909083,-1.0,0,1,-0.625,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,2,0
15301,-0.09090909090909083,0.0,0.33333333333333326,9,1,-1.0,-0.09090909090909083,0.0,1,1,-0.03125,0,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,0.33333333333333326,0.5,-1.0,2,0
7258,0.4545454545454546,-0.5,-0.6666666666666667,12,0,-0.6666666666666667,0.4545454545454546,-0.5,1,1,0.15625,0,1,0,-0.19999999999999996,-0.5,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1,0
2581,-1.0,0.5,0.0,12,1,0.6666666666666665,-1.0,0.5,1,1,-0.40625,1,1,0,0.6000000000000001,-0.5,-0.33333333333333337,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1,0
7967,-0.8181818181818181,1.0,0.6666666666666665,12,1,0.6666666666666665,-0.8181818181818181,1.0,1,1,0.15625,0,2,1,-1.0,1.0,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,2,0
14633,-0.2727272727272727,0.0,1.0,12,1,0.33333333333333326,-0.2727272727272727,0.5,1,2,-0.21875,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,-0.1428571428571429,0.25,0,0,0,1.0,0.5,-1.0,1,0
11437,1.0,-1.0,-1.0,9,1,0.6666666666666665,1.0,-1.0,1,1,0.03125,1,1,0,-1.0,-0.5,0.33333333333333337,1.0,0.0,1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,1,0
15204,0.2727272727272727,0.5,0.6666666666666665,12,1,-0.6666666666666667,0.2727272727272727,0.5,1,1,-0.1875,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.0,-0.5,1,0
10058,-1.0,1.0,0.33333333333333326,16,1,0.6666666666666665,0.4545454545454546,-1.0,1,1,0.46875,1,0,0,1.0,-0.5,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.75,0,0,0,0.33333333333333326,0.5,-1.0,0,0
9613,-0.2727272727272727,0.5,0.33333333333333326,12,1,-1.0,-0.4545454545454546,-1.0,0,2,-0.6875,0,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,0,1
5255,-0.6363636363636364,0.5,-1.0,12,0,-0.6666666666666667,-0.2727272727272727,-1.0,1,2,-0.40625,0,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.0,0,0,0,0.33333333333333326,0.5,-1.0,2,0
681,-1.0,0.0,1.0,6,1,-0.6666666666666667,-1.0,0.5,1,2,-0.984375,0,2,1,1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,1.0,-1.0,0,0,0,1.0,0.5,-1.0,2,0
14375,-0.09090909090909083,-1.0,-0.6666666666666667,6,1,0.6666666666666665,-0.09090909090909083,-1.0,1,1,-0.375,0,1,0,1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.1428571428571428,0.25,1,0,0,1.0,0.5,-1.0,1,0
3160,1.0,0.0,-0.6666666666666667,12,1,0.6666666666666665,1.0,0.0,1,2,-0.4375,0,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.5,-1.0,0,0
11185,-1.0,-1.0,-0.33333333333333337,12,1,1.0,-1.0,-1.0,1,1,-0.625,0,0,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,-1.0,0,1
2988,-1.0,-0.5,-0.6666666666666667,16,1,1.0,-1.0,0.0,1,1,-0.5625,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1,0
4909,-0.09090909090909083,-1.0,0.6666666666666665,6,1,-1.0,-0.09090909090909083,-0.5,1,1,-0.40625,0,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,0.4285714285714284,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,0,1
1883,-0.09090909090909083,1.0,0.33333333333333326,6,1,0.33333333333333326,-0.09090909090909083,1.0,1,1,-0.21875,0,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
9685,-0.2727272727272727,1.0,-0.33333333333333337,2,0,0.6666666666666665,-0.4545454545454546,-0.5,1,1,-0.5625,1,0,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,-1.0,0,0
1941,-0.2727272727272727,-0.5,-0.6666666666666667,9,1,-0.6666666666666667,-0.2727272727272727,-0.5,0,1,-0.09375,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
3297,0.4545454545454546,-1.0,0.6666666666666665,16,1,0.33333333333333326,0.4545454545454546,-1.0,1,1,-0.0625,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0,0,0,1.0,0.0,-0.5,1,1
3535,-0.6363636363636364,0.0,0.0,6,1,-0.6666666666666667,-0.2727272727272727,-1.0,1,2,-0.75,1,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.4285714285714286,-0.25,0,0,0,1.0,0.5,-1.0,0,0
3730,-1.0,-1.0,1.0,12,1,1.0,-1.0,-0.5,1,1,0.34375,0,0,0,0.6000000000000001,-0.5,-1.0,0.5,1.0,1.0,0.7142857142857142,0.75,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
490,0.09090909090909083,0.0,0.33333333333333326,6,1,0.33333333333333326,0.09090909090909083,0.5,1,2,-0.75,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,-0.4285714285714286,-0.25,0,0,0,1.0,0.5,-1.0,1,0
5709,-1.0,0.0,1.0,6,1,1.0,-1.0,0.0,1,1,-0.4375,0,2,1,-1.0,-0.5,-0.33333333333333337,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,2,0
1181,0.8181818181818183,-1.0,-0.6666666666666667,9,1,0.33333333333333326,-0.6363636363636364,-1.0,1,1,0.75,0,0,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,1.0,0,0,0,1.0,0.5,-1.0,0,0
1375,-1.0,0.5,-1.0,16,1,1.0,-0.09090909090909083,-1.0,1,2,0.03125,1,1,0,-0.6,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1,0
5015,-0.2727272727272727,0.0,0.0,12,1,0.33333333333333326,-0.4545454545454546,-1.0,1,1,-0.625,0,1,0,-0.6,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1,0
626,-0.09090909090909083,-0.5,0.33333333333333326,16,1,0.6666666666666665,-0.09090909090909083,0.0,1,1,-0.46875,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1,0
4759,-0.8181818181818181,1.0,0.6666666666666665,2,1,0.33333333333333326,1.0,-1.0,1,1,-0.28125,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1,0
10627,-0.6363636363636364,0.0,0.33333333333333326,12,1,0.33333333333333326,-0.6363636363636364,0.0,1,1,-0.34375,1,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
13531,0.09090909090909083,-0.5,1.0,2,1,0.33333333333333326,0.09090909090909083,-0.5,1,2,0.34375,1,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
11278,0.09090909090909083,0.0,-0.6666666666666667,15,1,1.0,-0.8181818181818181,0.5,1,1,-0.25,0,2,1,0.20000000000000018,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
4181,-1.0,0.5,1.0,6,0,1.0,0.4545454545454546,-1.0,1,1,-0.40625,0,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,1,0.33333333333333326,0.5,-1.0,1,0
13945,-1.0,-0.5,0.33333333333333326,12,1,0.33333333333333326,-1.0,-0.5,1,2,-0.71875,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,-1.0,0.5,-1.0,1,0
9024,0.2727272727272727,0.0,0.0,16,1,-0.6666666666666667,0.2727272727272727,0.0,1,1,0.25,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,1.0,0.5,-1.0,2,0
2888,1.0,0.5,-0.6666666666666667,9,1,1.0,0.8181818181818183,-1.0,1,2,0.21875,0,2,1,-0.6,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,2,0
8877,-0.6363636363636364,1.0,1.0,12,0,1.0,-0.2727272727272727,-1.0,1,1,-0.5,0,0,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,-1.0,0.5,-1.0,0,1
4540,-0.8181818181818181,0.5,-0.6666666666666667,16,0,-0.6666666666666667,-0.8181818181818181,1.0,1,2,-0.4375,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,1,0,0,0.33333333333333326,0.5,-1.0,1,0
11000,0.2727272727272727,0.5,1.0,6,1,0.33333333333333326,0.2727272727272727,1.0,1,2,-0.71875,0,4,1,1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1,1
6672,-0.6363636363636364,-0.5,-0.33333333333333337,2,1,0.6666666666666665,-0.6363636363636364,-0.5,1,1,0.0,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,2,0
6454,1.0,0.0,0.33333333333333326,12,1,-1.0,1.0,0.5,1,1,-0.40625,0,0,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,-1.0,0.5,-1.0,0,0
1366,-0.4545454545454546,0.0,-1.0,9,1,-1.0,-0.4545454545454546,0.0,1,1,-0.3125,1,1,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1,0
2640,-0.09090909090909083,-0.5,0.0,12,1,-0.6666666666666667,-0.8181818181818181,-0.5,1,1,0.4375,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,0.33333333333333326,0.5,-1.0,2,0
14607,-1.0,-1.0,-0.6666666666666667,16,1,0.6666666666666665,-1.0,-1.0,1,1,-0.46875,0,0,0,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,0,0
5603,0.2727272727272727,-1.0,1.0,9,1,0.33333333333333326,0.2727272727272727,-1.0,1,1,-0.4375,0,2,1,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,2,0
13949,-0.8181818181818181,-0.5,-0.6666666666666667,2,1,0.33333333333333326,-0.8181818181818181,-0.5,1,1,0.125,1,1,0,1.0,-0.5,0.9999999999999999,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,-0.33333333333333337,0.5,-1.0,1,0
5731,1.0,-0.5,0.6666666666666665,9,1,1.0,1.0,0.0,1,2,-0.46875,0,1,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,1,0
7205,-0.09090909090909083,0.5,-0.33333333333333337,16,1,0.33333333333333326,-0.4545454545454546,0.5,1,1,0.875,0,0,0,0.6000000000000001,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,1.0,0,0,0,-1.0,0.5,-1.0,0,0
5297,-0.4545454545454546,-1.0,0.0,16,1,-0.6666666666666667,-0.4545454545454546,-0.5,1,1,0.09375,0,2,1,-1.0,-0.5,-1.0,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.5,0,0,0,-0.33333333333333337,0.5,-1.0,2,0
12673,-0.09090909090909083,0.5,1.0,12,1,1.0,-0.8181818181818181,-1.0,1,2,-0.8125,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,-0.1428571428571429,-0.25,1,0,0,-1.0,0.5,-1.0,1,0
2939,-0.2727272727272727,0.0,1.0,0,1,1.0,-0.2727272727272727,0.0,1,2,0.125,0,1,0,1.0,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0,0,0,-1.0,0.5,-1.0,1,0
14278,-0.4545454545454546,1.0,0.6666666666666665,12,1,0.33333333333333326,0.2727272727272727,-1.0,0,1,0.0625,0,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,2,0
13364,0.4545454545454546,0.5,0.0,9,1,0.6666666666666665,0.4545454545454546,0.5,1,1,-0.03125,1,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.5,0,1,0,1.0,0.5,-1.0,1,0
8891,0.4545454545454546,-1.0,0.33333333333333326,6,0,0.33333333333333326,0.4545454545454546,-1.0,1,1,-0.375,0,2,1,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,2,0
5980,-0.4545454545454546,0.5,0.6666666666666665,6,1,1.0,-0.4545454545454546,0.5,1,2,-0.78125,1,1,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,0.33333333333333326,0.5,-1.0,1,0
4535,0.09090909090909083,0.5,0.0,6,1,1.0,-0.09090909090909083,0.0,0,1,-0.15625,0,0,0,-1.0,-0.5,-0.33333333333333337,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,0,0
10403,-0.2727272727272727,0.5,-0.33333333333333337,12,1,0.6666666666666665,-0.2727272727272727,0.5,1,1,-0.625,1,2,1,-1.0,-0.5,0.33333333333333337,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,2,0
7670,-0.8181818181818181,0.0,0.6666666666666665,12,1,-1.0,-0.8181818181818181,0.0,1,1,-0.0625,0,0,0,0.6000000000000001,-0.5,-0.33333333333333337,0.5,1.0,-1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,0,0
7608,-1.0,-1.0,0.6666666666666665,16,1,-1.0,-1.0,-0.5,1,1,-0.6875,0,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,0,0
12358,-0.09090909090909083,0.0,-0.6666666666666667,2,1,0.6666666666666665,-0.09090909090909083,0.0,1,2,-0.375,0,2,1,-0.6,-0.5,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,2,0
10134,1.0,0.0,-0.6666666666666667,17,1,-0.6666666666666667,0.6363636363636365,0.0,1,2,-0.3125,0,1,0,1.0,-0.5,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1,0
14700,0.8181818181818183,0.0,0.0,12,0,0.6666666666666665,0.8181818181818183,0.5,0,1,0.1875,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.0,-0.5,1,0
14995,-0.6363636363636364,0.5,1.0,6,1,-1.0,-0.6363636363636364,1.0,1,1,0.0,0,1,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,-1.0,0.5,-1.0,1,0
6682,-0.09090909090909083,0.5,-0.33333333333333337,16,1,-0.6666666666666667,-0.8181818181818181,0.5,1,1,0.125,0,1,0,-1.0,-0.5,0.33333333333333337,0.5,1.0,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1,0
5429,0.2727272727272727,1.0,-0.6666666666666667,6,1,-1.0,0.4545454545454546,-1.0,1,2,-0.984375,0,0,0,1.0,-0.5,0.9999999999999999,0.5,1.0,1.0,1.0,-1.0,0,0,0,1.0,0.5,-1.0,0,0
5267,-0.4545454545454546,-0.5,-1.0,2,1,0.6666666666666665,0.2727272727272727,-0.5,0,2,-0.59375,1,0,0,-1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,0,0
10844,0.8181818181818183,0.0,-0.6666666666666667,12,1,-0.6666666666666667,0.8181818181818183,0.0,1,1,0.40625,0,5,2,1.0,-0.5,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,0.33333333333333326,0.5,-1.0,0,0
15126,-0.2727272727272727,1.0,0.6666666666666665,12,1,-1.0,-0.4545454545454546,-1.0,1,2,-0.625,0,0,0,-0.6,-0.5,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,0,0
1785,-0.2727272727272727,0.0,-0.6666666666666667,12,1,0.33333333333333326,-0.2727272727272727,0.0,1,1,0.46875,0,0,0,0.6000000000000001,0.0,0.9999999999999999,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.75,0,0,0,-1.0,-0.5,-0.5,0,0
7117,-0.2727272727272727,0.0,-0.33333333333333337,9,1,1.0,-0.2727272727272727,0.0,0,2,-0.40625,1,0,0,-1.0,-0.5,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,0,0
