,FraudFound_P,Month,DayOfWeek,Make,DayOfWeekClaimed,MonthClaimed,MaritalStatus,PolicyType,VehicleCategory,VehiclePrice,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,AccidentArea,Sex,Fault,PoliceReportFiled,WitnessPresent,AgentType,WeekOfMonth,WeekOfMonthClaimed,Age,Deductible,DriverRating
9087,1,-0.8181818181818181,0.0,-0.7777777777777778,-0.6666666666666667,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,0.5,0.5,0.03125,-0.5,1.0
9088,0,0.6363636363636365,0.33333333333333326,-0.33333333333333337,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-1.0,0.5,-1.0,1.0,0,1,0,0,0,0,-1.0,-0.5,-0.59375,-0.5,-0.9999999999999999
9089,0,-0.6363636363636364,0.33333333333333326,0.0,0.33333333333333326,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-1.0,-1.0,0.21875,-0.5,-0.9999999999999999
9090,0,0.6363636363636365,-1.0,0.8888888888888888,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,0,0,1,0,0,0,-1.0,-0.5,-0.5625,-0.5,1.0
9091,0,-0.8181818181818181,0.0,-0.7777777777777778,0.33333333333333326,-0.8181818181818181,-0.33333333333333337,0.75,1.0,1.0,0.5,1.0,-1.0,0.1428571428571428,0.5,-1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.5,0.21875,-0.5,0.3333333333333335
9092,0,-0.8181818181818181,-0.33333333333333337,-0.33333333333333337,0.33333333333333326,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.7142857142857142,0.25,1.0,0.0,-0.5,-1.0,1,1,0,0,0,0,-0.5,0.5,-0.34375,-0.5,-0.9999999999999999
9093,0,-0.09090909090909083,0.6666666666666665,0.8888888888888888,1.0,-0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.0,-0.5625,-0.5,0.3333333333333335
9094,0,-0.2727272727272727,1.0,-0.33333333333333337,0.33333333333333326,-0.2727272727272727,0.33333333333333326,0.0,0.0,1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.5,-1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-0.9375,-0.5,-0.9999999999999999
9096,0,0.6363636363636365,-0.6666666666666667,0.4444444444444444,0.33333333333333326,0.6363636363636365,0.33333333333333326,0.5,1.0,1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.5,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,-0.0625,-0.5,-0.9999999999999999
9097,0,0.09090909090909083,0.33333333333333326,-0.33333333333333337,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,0.0,0.4375,-0.5,1.0
9098,0,0.4545454545454546,0.6666666666666665,-0.33333333333333337,0.6666666666666665,0.4545454545454546,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,-0.33333333333333337,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.21875,-0.5,1.0
9099,0,-0.09090909090909083,0.0,0.8888888888888888,-0.6666666666666667,-0.8181818181818181,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,-1.0,-0.5,0.33333333333333326,-1.0,-1.0,0.0,1,1,0,0,0,0,0.5,-1.0,-0.9375,-0.5,-0.33333333333333326
9100,0,0.09090909090909083,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.4375,-0.5,0.3333333333333335
9101,0,-0.09090909090909083,-0.33333333333333337,-0.7777777777777778,-0.6666666666666667,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0.33333333333333326,0.5,0.0,1.0,1,1,0,0,0,0,1.0,-1.0,-0.40625,-0.5,1.0
9102,0,0.6363636363636365,-0.33333333333333337,0.4444444444444444,0.6666666666666665,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,-1.0,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.5,-0.5,-0.5,0.3333333333333335
9103,0,0.6363636363636365,0.6666666666666665,-0.33333333333333337,1.0,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.75,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.0,0.40625,-0.5,0.3333333333333335
9104,0,0.6363636363636365,-0.6666666666666667,0.4444444444444444,0.6666666666666665,0.6363636363636365,0.33333333333333326,-0.75,-1.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,-0.40625,-0.5,-0.33333333333333326
9105,0,-0.2727272727272727,0.33333333333333326,-0.33333333333333337,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,-1.0,0.5,-0.59375,-0.5,-0.9999999999999999
9106,1,0.6363636363636365,0.6666666666666665,0.8888888888888888,1.0,0.6363636363636365,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.125,-0.5,-0.33333333333333326
9107,0,0.2727272727272727,0.0,0.8888888888888888,-1.0,0.2727272727272727,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,1.0,0.7142857142857142,0.5,-0.33333333333333337,0.5,-1.0,1.0,1,0,0,0,0,0,0.5,1.0,0.1875,-0.5,1.0
9108,0,0.4545454545454546,0.6666666666666665,0.8888888888888888,-1.0,0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.75,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.5,0.46875,-0.5,1.0
9109,0,-0.2727272727272727,0.33333333333333326,0.8888888888888888,0.33333333333333326,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,-0.1428571428571429,0.0,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-1.0,-0.5,-0.59375,-0.5,-0.9999999999999999
9111,0,-0.8181818181818181,-0.6666666666666667,0.0,0.33333333333333326,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,-0.1428571428571429,0.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.46875,-0.5,1.0
9112,0,0.6363636363636365,-0.6666666666666667,-0.7777777777777778,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,1.0,0.5,-1.0,0.0,1,0,0,0,0,0,0.5,0.5,-0.03125,-0.5,-0.33333333333333326
9113,0,0.4545454545454546,-0.6666666666666667,0.8888888888888888,0.6666666666666665,0.4545454545454546,-0.33333333333333337,0.5,1.0,1.0,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.0,-0.5,-1.0,1,1,1,0,0,0,0.0,0.0,-0.46875,-0.5,0.3333333333333335
9114,0,0.4545454545454546,1.0,-0.7777777777777778,0.33333333333333326,0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-1.0,0.7142857142857142,0.75,1.0,0.5,-1.0,-1.0,1,1,1,0,0,0,-1.0,-1.0,0.28125,-0.5,-0.33333333333333326
9115,0,-0.09090909090909083,0.6666666666666665,0.4444444444444444,0.6666666666666665,-0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.0,0.21875,-0.5,1.0
9116,0,-0.09090909090909083,0.6666666666666665,0.0,-0.6666666666666667,-0.09090909090909083,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,1,0,0,0,-1.0,-0.5,-0.4375,-0.5,-0.33333333333333326
9117,0,1.0,0.33333333333333326,-0.33333333333333337,-0.6666666666666667,1.0,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.0,0.15625,-0.5,-0.33333333333333326
9118,0,0.8181818181818183,-0.6666666666666667,0.8888888888888888,-0.6666666666666667,0.8181818181818183,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,1.0,1.0,-0.40625,-0.5,-0.33333333333333326
9119,0,-0.2727272727272727,-1.0,-0.33333333333333337,-0.6666666666666667,-0.2727272727272727,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,-1.0,-0.5,-0.5625,-0.5,-0.33333333333333326
9120,0,1.0,0.6666666666666665,1.0,0.6666666666666665,1.0,0.33333333333333326,-0.75,-1.0,0.20000000000000018,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,0.0,1,1,1,0,0,0,0.5,0.5,0.09375,-0.5,0.3333333333333335
9121,0,1.0,-0.6666666666666667,-0.33333333333333337,0.33333333333333326,0.8181818181818183,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,1,0.5,-1.0,-0.65625,-0.5,0.3333333333333335
9122,0,0.8181818181818183,-1.0,0.8888888888888888,-0.6666666666666667,0.8181818181818183,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,1.0,-0.21875,-0.5,0.3333333333333335
9123,0,-0.09090909090909083,0.6666666666666665,0.8888888888888888,1.0,-0.09090909090909083,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.4285714285714284,0.5,1.0,0.5,-1.0,-1.0,0,1,1,0,0,0,-0.5,-0.5,0.03125,-0.5,1.0
9124,0,0.8181818181818183,0.0,-0.33333333333333337,-1.0,0.6363636363636365,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,-1.0,0.5,-1.0,0.0,1,0,1,0,0,0,0.0,0.0,-0.46875,-0.5,-0.33333333333333326
9125,0,0.8181818181818183,0.6666666666666665,-0.33333333333333337,-1.0,0.8181818181818183,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,-0.5,-0.5,-0.5,-0.5,0.3333333333333335
9126,0,-0.2727272727272727,-0.33333333333333337,0.0,-0.6666666666666667,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-0.19999999999999996,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,-0.5,-0.25,-0.5,0.3333333333333335
9127,1,-0.6363636363636364,-0.6666666666666667,0.4444444444444444,-0.33333333333333337,-0.2727272727272727,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,1.0,-0.1428571428571429,-0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,-1.0,-0.75,-0.5,-0.33333333333333326
9128,0,0.8181818181818183,-0.33333333333333337,1.0,0.6666666666666665,0.8181818181818183,0.33333333333333326,-0.75,-1.0,1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,1.0,-0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-0.5,-0.84375,-0.5,-0.9999999999999999
9129,0,-0.2727272727272727,-0.33333333333333337,0.8888888888888888,-1.0,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,1.0,0.5,-1.0,-1.0,1,0,1,0,0,0,0.0,0.0,0.15625,-0.5,-0.33333333333333326
9130,0,-0.4545454545454546,0.6666666666666665,-0.33333333333333337,1.0,0.2727272727272727,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.4285714285714284,0.0,1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,-0.5,-0.5,-0.59375,-0.5,1.0
9131,0,0.6363636363636365,1.0,0.2222222222222221,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,0.09375,-0.5,1.0
9132,0,0.6363636363636365,1.0,-0.7777777777777778,-1.0,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,0.1875,-0.5,0.3333333333333335
9133,0,-0.2727272727272727,-0.33333333333333337,-0.33333333333333337,0.6666666666666665,-0.2727272727272727,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,-0.4375,-0.5,1.0
9134,0,0.2727272727272727,0.6666666666666665,0.4444444444444444,0.6666666666666665,0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,1.0,1.0,0.0,-0.5,0.0,1,1,1,0,0,0,-0.5,-0.5,0.84375,-0.5,-0.33333333333333326
9135,0,0.2727272727272727,-0.6666666666666667,-0.33333333333333337,0.33333333333333326,0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-1.0,-0.5,-0.09375,-0.5,0.3333333333333335
9136,0,-0.2727272727272727,-0.33333333333333337,0.6666666666666665,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-0.19999999999999996,0.5,1.0,0.33333333333333326,0.7142857142857142,0.25,-1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,-0.09375,-0.5,-0.33333333333333326
9137,1,-0.2727272727272727,-0.6666666666666667,0.8888888888888888,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,1.0,-0.28125,-0.5,0.3333333333333335
9138,0,-0.4545454545454546,0.6666666666666665,0.8888888888888888,0.6666666666666665,-0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,-0.33333333333333337,0.5,-1.0,-1.0,1,1,1,0,0,0,0.5,0.5,-0.03125,-0.5,-0.9999999999999999
9139,0,-0.2727272727272727,-0.33333333333333337,0.8888888888888888,-1.0,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.5,1.0,0.5,-1.0,0.0,0,1,1,0,1,0,-0.5,-0.5,0.03125,-0.5,1.0
9140,1,-0.2727272727272727,-1.0,0.0,0.6666666666666665,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,1.0,-1.0,-0.46875,-0.5,-0.9999999999999999
9141,0,-0.2727272727272727,-0.33333333333333337,-1.0,0.33333333333333326,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-0.19999999999999996,0.5,1.0,1.0,0.7142857142857142,0.75,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,0.5,-0.5,0.3333333333333335
9142,1,-0.2727272727272727,-0.33333333333333337,-0.33333333333333337,1.0,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,-0.33333333333333337,0.5,0.0,0.0,1,1,0,0,0,0,-0.5,0.0,-0.3125,-0.5,-0.9999999999999999
9143,1,0.6363636363636365,1.0,-0.33333333333333337,1.0,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,0.5,-0.25,-0.5,0.3333333333333335
9144,0,-0.09090909090909083,1.0,-0.33333333333333337,-0.6666666666666667,-0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,-0.5625,-0.5,0.3333333333333335
9145,0,0.8181818181818183,0.33333333333333326,0.0,0.6666666666666665,0.8181818181818183,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,1,0,0,0,0.0,0.5,-0.59375,-0.5,1.0
9146,0,0.8181818181818183,-1.0,0.8888888888888888,-0.6666666666666667,0.8181818181818183,0.33333333333333326,-0.5,0.0,0.6000000000000001,0.5,1.0,1.0,-0.4285714285714286,-0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-0.5,-0.75,-0.5,-0.33333333333333326
9147,0,0.09090909090909083,-0.33333333333333337,0.8888888888888888,1.0,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,1.0,1,0,1,0,0,0,-0.5,0.0,-0.5625,-0.5,1.0
9148,0,-0.09090909090909083,0.6666666666666665,0.0,0.6666666666666665,-0.09090909090909083,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.0,-0.375,-0.5,-0.33333333333333326
9149,0,0.09090909090909083,-1.0,0.0,-1.0,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.25,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.0,-0.1875,-0.5,-0.33333333333333326
9150,0,0.8181818181818183,-0.33333333333333337,0.4444444444444444,-1.0,0.8181818181818183,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.7142857142857142,0.25,-1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,-0.3125,-0.5,1.0
9151,0,-0.2727272727272727,0.0,0.4444444444444444,-0.6666666666666667,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,0.1875,-0.5,-0.33333333333333326
9152,1,-0.8181818181818181,0.33333333333333326,0.4444444444444444,0.33333333333333326,-0.8181818181818181,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0.33333333333333326,0.5,-1.0,1.0,0,1,0,0,0,0,-1.0,-1.0,0.28125,-0.5,0.3333333333333335
9153,0,0.09090909090909083,-1.0,0.0,-1.0,-0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,-0.33333333333333337,0.5,-1.0,0.0,0,1,0,0,0,0,0.5,-1.0,0.375,-0.5,-0.9999999999999999
9154,0,0.09090909090909083,-1.0,0.8888888888888888,-1.0,0.09090909090909083,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,-1.0,0.5,-1.0,0.0,1,1,1,0,0,0,0.5,0.5,-0.21875,-0.5,-0.9999999999999999
9155,0,-0.2727272727272727,0.0,0.4444444444444444,0.6666666666666665,-0.2727272727272727,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,1.0,0.0,-0.5,0.0,0,0,0,0,0,0,-0.5,-0.5,-0.46875,-0.5,-0.33333333333333326
9156,0,0.4545454545454546,0.33333333333333326,0.4444444444444444,0.33333333333333326,0.4545454545454546,0.33333333333333326,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,-0.33333333333333337,0.5,-1.0,0.0,1,1,1,0,0,0,0.0,0.5,-0.4375,-0.5,0.3333333333333335
9157,0,0.4545454545454546,1.0,0.4444444444444444,-0.6666666666666667,0.4545454545454546,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.5,-0.15625,-0.5,1.0
9158,0,-1.0,0.33333333333333326,-0.7777777777777778,1.0,0.4545454545454546,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,1,0,0,0,0,0,1.0,-1.0,-0.6875,-0.5,-0.33333333333333326
9159,0,-1.0,-0.6666666666666667,0.8888888888888888,-0.6666666666666667,-1.0,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,-1.0,0.5,-1.0,1.0,1,1,1,0,0,0,0.5,0.5,0.09375,-0.5,-0.33333333333333326
9160,0,-0.2727272727272727,-0.6666666666666667,-1.0,0.6666666666666665,-0.2727272727272727,0.33333333333333326,-0.75,-1.0,1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,-0.33333333333333337,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,-0.3125,-0.5,1.0
9161,1,-0.6363636363636364,-0.6666666666666667,-0.7777777777777778,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-1.0,0.1428571428571428,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,-0.5,0.0,-0.03125,-0.5,1.0
9162,0,-0.4545454545454546,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,0,0,0,1,0,0.5,0.5,-0.53125,-0.5,1.0
9163,0,-0.4545454545454546,0.6666666666666665,0.0,1.0,-0.4545454545454546,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,-0.25,-0.33333333333333337,0.5,-1.0,1.0,1,0,0,0,0,0,0.5,0.5,-0.75,-0.5,-0.9999999999999999
9164,0,0.2727272727272727,-1.0,0.8888888888888888,-1.0,0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,-0.5,0.15625,-0.5,-0.33333333333333326
9165,0,0.2727272727272727,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,-1.0,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,-0.33333333333333337,0.5,-1.0,0.0,1,1,1,0,0,0,1.0,-0.5,0.0,-0.5,1.0
9166,0,0.2727272727272727,1.0,-0.7777777777777778,0.33333333333333326,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,1.0,-1.0,-0.6875,-0.5,-0.33333333333333326
9167,0,-1.0,-1.0,0.6666666666666665,-1.0,-1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.5,-0.40625,-0.5,0.3333333333333335
9168,0,-1.0,1.0,-0.7777777777777778,0.33333333333333326,0.4545454545454546,-0.33333333333333337,0.5,1.0,1.0,0.5,1.0,1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.0,-0.25,-0.5,1.0
9169,0,0.4545454545454546,0.0,0.8888888888888888,0.33333333333333326,0.4545454545454546,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,-0.33333333333333337,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-1.0,-0.53125,-0.5,1.0
9170,0,0.4545454545454546,0.33333333333333326,0.0,0.33333333333333326,0.4545454545454546,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.0,0.15625,-0.5,-0.33333333333333326
9171,0,0.4545454545454546,-1.0,-0.33333333333333337,0.33333333333333326,0.09090909090909083,0.33333333333333326,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,-0.1428571428571429,-0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,-1.0,-0.75,-0.5,-0.9999999999999999
9172,0,0.4545454545454546,-0.33333333333333337,-0.7777777777777778,0.33333333333333326,0.09090909090909083,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,0.0,-0.5,0.3333333333333335
9173,0,0.09090909090909083,1.0,-0.7777777777777778,0.33333333333333326,0.09090909090909083,0.33333333333333326,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,-1.0,-0.5,-0.4375,-0.5,0.3333333333333335
9174,0,-0.2727272727272727,-0.6666666666666667,0.4444444444444444,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,0.6000000000000001,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,0.3333333333333335
